Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Location,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,UniqueSampleName
SRR18231207,AMPLICON,502,24529728,PRJNA812940,SAMN26442047,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13170336,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372555,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV486,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV486,SRP362541,EV486
SRR18231208,AMPLICON,502,11174018,PRJNA812940,SAMN26442046,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6348940,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372554,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV485,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV485,SRP362541,EV485
SRR18231209,AMPLICON,502,33845342,PRJNA812940,SAMN26442045,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18327370,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372553,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV484,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV484,SRP362541,EV484
SRR18231210,AMPLICON,502,57402194,PRJNA812940,SAMN26442044,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30948222,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372552,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV483,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV483,SRP362541,EV483
SRR18231211,AMPLICON,502,50506722,PRJNA812940,SAMN26442043,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",27558977,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372551,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV482,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV482,SRP362541,EV482
SRR18231212,AMPLICON,502,1235924,PRJNA812940,SAMN26442042,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",794174,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372550,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV481,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV481,SRP362541,EV481
SRR18231213,AMPLICON,502,31498994,PRJNA812940,SAMN26442041,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17586026,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372549,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV480,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:27:00Z,1,EV480,SRP362541,EV480
SRR18231214,AMPLICON,510,21024240,PRJNA812940,SAMN26441933,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13815882,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372548,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV211,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV211,SRP362541,EV211
SRR18231215,AMPLICON,502,19694966,PRJNA812940,SAMN26442040,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10433343,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372547,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV479,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV479,SRP362541,EV479
SRR18231216,AMPLICON,502,5696696,PRJNA812940,SAMN26442039,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",3300975,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372546,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV478,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV478,SRP362541,EV478
SRR18231217,AMPLICON,502,11513370,PRJNA812940,SAMN26442038,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6670437,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372545,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV477,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV477,SRP362541,EV477
SRR18231218,AMPLICON,502,24179834,PRJNA812940,SAMN26442037,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13896494,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372544,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV476,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV476,SRP362541,EV476
SRR18231219,AMPLICON,502,50008738,PRJNA812940,SAMN26442036,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",26481244,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372543,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV475,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:27:00Z,1,EV475,SRP362541,EV475
SRR18231220,AMPLICON,502,54359572,PRJNA812940,SAMN26442035,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28997423,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372542,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV474,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV474,SRP362541,EV474
SRR18231221,AMPLICON,502,35841294,PRJNA812940,SAMN26442034,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19923182,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372541,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV473,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV473,SRP362541,EV473
SRR18231222,AMPLICON,502,39493344,PRJNA812940,SAMN26442033,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21344302,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372540,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV472,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV472,SRP362541,EV472
SRR18231223,AMPLICON,502,70684110,PRJNA812940,SAMN26442032,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",38243305,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372539,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV471,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV471,SRP362541,EV471
SRR18231224,AMPLICON,502,62653616,PRJNA812940,SAMN26442031,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34351300,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372538,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV470,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV470,SRP362541,EV470
SRR18231225,AMPLICON,502,13524884,PRJNA812940,SAMN26441932,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8562281,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372537,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR177-EV206,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV206,SRP362541,EV206
SRR18231226,AMPLICON,502,28938292,PRJNA812940,SAMN26442030,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15680934,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372536,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV469,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV469,SRP362541,EV469
SRR18231227,AMPLICON,502,28098446,PRJNA812940,SAMN26442029,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15257051,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372535,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV468,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV468,SRP362541,EV468
SRR18231228,AMPLICON,502,29857956,PRJNA812940,SAMN26442028,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18585840,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372534,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV463,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV463,SRP362541,EV463
SRR18231229,AMPLICON,502,37870880,PRJNA812940,SAMN26442027,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22262968,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372533,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV462,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV462,SRP362541,EV462
SRR18231230,AMPLICON,502,40223252,PRJNA812940,SAMN26442026,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24665527,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372532,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV461,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV461,SRP362541,EV461
SRR18231231,AMPLICON,502,31797182,PRJNA812940,SAMN26442025,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19121905,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372531,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV460,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV460,SRP362541,EV460
SRR18231232,AMPLICON,502,62250510,PRJNA812940,SAMN26442024,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",37876429,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372530,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV459,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV459,SRP362541,EV459
SRR18231233,AMPLICON,502,52138724,PRJNA812940,SAMN26442023,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32728227,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372529,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV458,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV458,SRP362541,EV458
SRR18231234,AMPLICON,502,46840616,PRJNA812940,SAMN26442022,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29474319,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372528,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV457,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV457,SRP362541,EV457
SRR18231235,AMPLICON,502,34456778,PRJNA812940,SAMN26442021,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22517973,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372527,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV456,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV456,SRP362541,EV456
SRR18231236,AMPLICON,510,7764750,PRJNA812940,SAMN26441931,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",5083245,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372526,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV205,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV205,SRP362541,EV205
SRR18231237,AMPLICON,510,54186480,PRJNA812940,SAMN26441922,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34517170,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372525,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV192,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV192,SRP362541,EV192
SRR18231238,AMPLICON,510,46637460,PRJNA812940,SAMN26441921,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29612259,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372524,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV191,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV191,SRP362541,EV191
